title,authors,isbn,description,genre
The Communist Manifesto,Karl Marx/Friedrich Engels,1599869950,No description available,"Communism, Sources, Capitalism, Socialism, Social conflict, Marxism, History, Long Now Manual for Civilization, Social justice, Prolétariat, Nonfiction, Politics, Classic Literature, Social contract, Political science, Economics, Capital, Philosophy and ethics, Communisme, Socialisme, Communism., Marxisme, Histoire, Mouvement ouvrier, Marx, karl, 1818-1883, Communism, germany, France, history, february revolution, 1848, Politics and Social Sciences, Ideologies and Doctrines, Communism and Socialism, Politics and government, Biography, Engels, friedrich, 1820-1895, Political and diplomatic history, Political parties, Socialism. Communism. Anarchism, Political Ideologies, Communism & Socialism, Communistisch manifest (Marx), Manifest der Kommunistischen Partei (Marx, Karl), Literary collections, Hx39.5.a523 m364 2011, 335.4/22, General, Hx276 .m3 1948a, World history, Communist parties, Communism, history"
The Communist Manifesto and Other Writings,Karl Marx/Friedrich Engels/Martin Puchner,1593083750,No description available,Unknown
The Communist Manifesto,Karl Marx/Friedrich Engels/Samuel Moore,0717802418,No description available,Unknown
The Communist Manifesto (Great Ideas),Karl Marx/Gareth Stedman Jones/Friedrich Engels,014303751X,No description available,Unknown
Paula Spencer,Roddy Doyle,0670038164,No description available,"Revolutions, Revolutionary literature, Communism"
Paddy Clarke Ha Ha Ha,Roddy Doyle,2264022442,No description available,"Fiction, Friendship, Friendship in fiction, Ireland in fiction, Literature, Man Booker Prize Winner, award:man_booker_prize=1993, Boys, Fiction, general, Dublin (ireland), fiction, Ireland, fiction, Large type books, Irish Authors, Children, Social life and customs, FICTION / Family Life, Manners and customs"
Introducing Sartre (Introducing... S.),Philip Thody/Howard Read,1840466723,No description available,Unknown
Colonialism and Neocolonialism,Jean-Paul Sartre/Azzedine Haddour,041537846X,No description available,Unknown
Tête-à-Tête: Simone de Beauvoir and Jean-Paul Sartre,Hazel Rowley,0060520590,No description available,Unknown
Jean-Paul Sartre: (The Giants of Philosophy),John  Compton/Charlton Heston,0786169427,No description available,Unknown
Observations on the Feeling of the Beautiful and Sublime,Immanuel Kant/John T. Goldthwait,0520240782,No description available,"Modern Aesthetics, Aesthetics, Sublime, the, Aesthetics, modern, Aesthetics, modern--18th century, Bh183 .k313 2003, 111.85"
A Philosophical Enquiry into the Origin of our Ideas of the Sublime and Beautiful,Edmund Burke/Adam Phillips,0192835807,No description available,Unknown
American Sublime: Poems,Elizabeth Alexander,1555974325,No description available,Unknown
Beauty and the Contemporary Sublime,Jeremy Gilbert-Rolfe,1581150377,No description available,Unknown
Cigarettes Are Sublime,Richard Klein,0822316412,No description available,"Smoking in literature, Cigarette habit, Popular culture, Modern Literature, History and criticism, Literature, modern, history and criticism"
The Art of the Ridiculous Sublime: On David Lynch's Lost Highway,Slavoj Žižek/Marek Wieczorek,0295979259,No description available,Unknown
Why Orwell Matters,Christopher Hitchens,0465030505,No description available,Unknown
Shooting an Elephant,George Orwell,0141187395,No description available,Unknown
Ape and Essence,Aldous Huxley,0929587782,No description available,Unknown
Complete Essays 1  1920-25,Aldous Huxley/Robert S. Baker/James Sexton,1566633222,No description available,Unknown
The Mottled Lizard,Elspeth Huxley,014005958X,No description available,"Essays (single author), English essays, Huxley, aldous, 1894-1963, English literature, history and criticism, 20th century"
Complete Essays 4  1936-38,Aldous Huxley/Robert S. Baker/James Sexton,156663394X,No description available,Unknown
Plato in 90 Minutes,Paul Strathern,1566631270,No description available,Unknown
The Atlantis Dialogue,Plato/Aaron Shepard/Benjamin Jowett,0938497154,No description available,Unknown
Cancer Ward,Aleksandr Solzhenitsyn/Nicholas Bethell/David Burg,0679601635,No description available,Unknown
Despair,Vladimir Nabokov,014118454X,No description available,Unknown
Cliffs of Despair: A Journey to Suicide's Edge,Tom Hunt,0375507159,No description available,Unknown
Inconceivable: A Woman's Triumph Over Despair and Statistics,Julia Indichova/Christiane Northrup,0767908201,No description available,Unknown
Diary of a Man in Despair,Friedrich Reck-Malleczewen/Paul Rubens/Richard J. Evans,1590175867,No description available,"Germany, Politics and government, World War, 1939-1945, German Personal narratives, Personal narratives, German Authors, Aristocracy (Social class), Political corruption, World War (1939-1945) fast (OCoLC)fst01180924, Social conditions, Biography, History, World war, 1939-1945, personal narratives, german, Germany, history, 1933-1945, Germany, politics and government, 1933-1945, National socialism"
Winston S. Churchill  Volume VIII: 'Never Despair ' 1945-1965,Martin  Gilbert,0395419182,No description available,Unknown
Pnin,Vladimir Nabokov/David Lodge,1400041988,No description available,Unknown
The Hunchback of Notre-Dame,Victor Hugo/Walter J. Cobb,0451527887,No description available,Unknown
The Hunchback of Notre-Dame,Victor Hugo/Catherine Liu/Elizabeth McCracken,034547242X,No description available,Unknown
The Art of the Hunchback of Notre Dame,Stephen Rebello/Walt Disney Company,078686334X,No description available,Unknown
Art and Culture: Critical Essays,Clement Greenberg/Janice Horne,0807066818,No description available,"Animated films, Hunchback of Notre Dame (Motion picture : 1996), History and criticism, Walt Disney Company, Motion pictures, aesthetics"
Readings for Meditation and Reflection,C.S. Lewis/Walter Hooper,0060652853,No description available,Unknown
C.S. Lewis and the Catholic Church,Joseph Pearce,0898709792,No description available,Unknown
The Collected Letters of C.S. Lewis  Volume 1: Family Letters  1905-1931,C.S. Lewis/Walter Hooper,0060727632,No description available,Unknown
Letters to Children,C.S. Lewis/Lyle Wesley Dorsett/Marjorie Lamp Mead/Douglas Gresham,0805420436,No description available,Unknown
Cartas del diablo a su sobrino,C.S. Lewis/Miguel Marias,006114004X,No description available,"Letters, Christian life, juvenile literature, Christian life"
The Four Loves,C.S. Lewis,0006280897,No description available,Unknown
What Christians Believe,C.S. Lewis,0060761539,No description available,Unknown
C. S. Lewis: Life  Works  and Legacy,Bruce L. Edwards/Diana Pavlac Glyer,0275991164,No description available,Unknown
Mere Christianity: Abolition of Man (Bonus Feature),C.S. Lewis/Geoffrey Howard/Robert Whitefield/Robert Whitfield,0786174366,No description available,"Apologetics, Doctrinal Theology, Popular works, Christianity, Christian ethics, Anglican authors, Theology, doctrinal, popular works, Christian ethics, anglican authors, Large type books, History, Teología dogmática, Obras populares, Apologética, Teología moral, Historia, Theology, doctrinal"
The Art of Listening,Erich Fromm/Rainer Funk,0826411320,No description available,Unknown
Beyond the Chains of Illusion: My Encounter with Marx and Freud,Erich Fromm/Rainer Funk,082641897X,No description available,Unknown
The Art of Loving by Erich Fromm: A True Story of a Japanese Woman,Lala Okamoto,4990327500,No description available,Unknown
Marx's Concept of Man,Erich Fromm/T.B. Bottomore,0826477917,No description available,"Social psychology, Psychotherapy, Freudian Theory, Political Systems, Psychology"
Meditations on First Philosophy,René Descartes/Donald A. Cress,0872201929,No description available,Unknown
Meditations,Marcus Aurelius/Martin Hammond/Albert Wittstock/Diskin Clay,0140449337,No description available,Unknown
Gulliver's Travels,Jonathan Swift/YKids,9810549415,No description available,Unknown
The Sleepwalkers: A History of Man's Changing Vision of the Universe,Arthur Koestler/Herbert Butterfield,0140192468,No description available,Unknown
Darkness at Noon,Arthur Koestler/Daphne Hardy,1416540261,No description available,"Early works to 1800, First philosophy, God, Knowledge, Theory of, Metaphysics, Methodology, Ontological Proof, Proof, Ontological, Theory of Knowledge, Methodologie, Theorie de la Connaissance, Metaphysique, Ouvrages avant 1800, Existence, Preuve ontologique, Dieu, Meditations, Metafysica, Philosophie première, Métaphysique, Philosophy, french, Philosophy, modern, 17th century, God, proof, Philosophy, history, First philosophy--early works to 1800, God--proof, ontological--early works to 1800, Soul--early works to 1800, B1853.e5 c7313 1993, 194"
The Thirteenth Tribe,Arthur Koestler,0330250698,No description available,Unknown
The Act of Creation,Arthur Koestler,0140191917,No description available,"Creative ability, Beeldende kunsten, Bellettrie (teksten), Création (Arts), Imagination (Philosophie), Creativeness, Creation (Literary, artistic, etc.), Création littéraire, Creative thinking, Créativité, Psychology of Learning, Creativity, British and irish fiction (fictional works by one author), Criatividade, Processos cognitivos, Creativiteit, Ontdekkingen, Uitvindingen, Création (esthétique), Imagination"
The Ghost in the Machine,Arthur Koestler,0140191925,No description available,Unknown
The Case of the Midwife Toad,Arthur Koestler,0394718232,No description available,Unknown
The Invisible Writing,Arthur Koestler,0099490684,No description available,Unknown
Up in the Air,Walter Kirn,0385722370,No description available,Unknown
Thumbsucker,Walter Kirn,0385497091,No description available,"Fiction, general, Thumb sucking, Fiction, Obsessive-compulsive disorder, Fathers and sons, Mormon Church, Church of Jesus Christ of Latter-day Saints"
Crazy Lady!,Jane Leslie Conly,0064405710,No description available,Unknown
Be the Person You Want to Find: Relationship and Self-Discovery,Cheri Huber/June Shiver,0963625527,No description available,Unknown
Making a Change for Good: A Guide to Compassionate Self-Discipline,Cheri Huber,1590302087,No description available,Unknown
The Total Library: Non-Fiction 1922-1986,Jorge Luis Borges/Suzanne Jill Levine/Esther Allen,0141183020,No description available,Unknown
Ficciones,Jorge Luis Borges/John Sturrock/Anthony Kerringan,0679422994,No description available,Unknown
Montaigne: Essays,Michel de Montaigne/J.M. Cohen,014017897X,No description available,Unknown
The Complete Works,Michel de Montaigne/Donald M. Frame,1400040213,No description available,Unknown
The Complete Essays,Michel de Montaigne/M.A. Screech,0140446044,No description available,"French essays, Fiction, short stories (single author)"
On Friendship,Michel de Montaigne/M.A. Screech,0143036297,No description available,"Translations into Chinese, Philosophy, French essays, Translations into English, Montaigne, Michel de, 1533-1592, great_books_of_the_western_world, Philosophers, Education, great_books, Marriage, History and criticism, Humanity, Christianity, Littérature française, Manuels d'enseignement secondaire, Deuxième cycle, Cannibalisme, Civilisation, Correspondence, Personal correspondence, Montaigne, michel de , 1533-1592, Literature, Literature--essays, Philosophy--essays, Pq1642.e5 s37 2003, Pq1642 .e5 m761c 2003, French literature, French literature--16th century--texts, Pq1641 .a1 2007, 194, Écrivains français, Biographies, Essays, French prose literature, Civilization, Surrealism"
To America with Love: Letters from the Underground,Abbie Hoffman/Anita Hoffman,1888996285,No description available,Unknown
The Stories (So Far),Deborah Eisenberg,0374524920,No description available,Unknown
Hellsing  Vol. 03 (Hellsing  #3),Kohta Hirano,1593072023,No description available,Unknown
Hellsing  Vol. 04 (Hellsing  #4),Kohta Hirano,1593072597,No description available,"Comic books, strips, Fiction, Graphic novels, Horror comic books, strips, Juvenile fiction, Monsters, Murders, Vampires, Murder, Horror, Graphic Novels - Horror, Comics & Graphic Novels, Graphic Novels-Manga, Graphic Novels - Manga, Comics & Graphic Novels / General, Cartoons and comics, Comics & graphic novels, manga, horror, Vampires, fiction, Comics & graphic novels"
Verserade tankar,Lennart Hellsing/Fibben Hald,9177129334,No description available,Unknown
Reefer Madness: Sex  Drugs  and Cheap Labor in the American Black Market,Eric Schlosser,0618446702,No description available,Unknown
Feeding the Future: From Fat to Famine  How to Solve the World's Food Crises,Andrew Heintzman/Evan Solomon/Eric Schlosser,0887847447,No description available,Unknown
Chew on This: Everything You Don't Want to Know About Fast Food,Eric Schlosser/Charles   Wilson,0618710310,No description available,"Food supply, Agricultural innovations, Famines, Prevention"
Shaken (Left Behind: The Kids  #23-25),Jerry B. Jenkins/Tim LaHaye/Chris Fabry,1414302681,No description available,Unknown
The Rapture: In the Twinkling of an Eye   (Before They Were Left Behind  #3),Tim LaHaye/Jerry B. Jenkins,1414305818,No description available,Unknown
Kingdom Come: The Final Victory (Left Behind  #13),Tim LaHaye/Jerry B. Jenkins,0842360611,No description available,Unknown
John's Story: The Last Eyewitness (The Jesus Chronicles  #1),Tim LaHaye/Jerry B. Jenkins,0399153896,No description available,"Fiction, christian, historical"
Silenced: The Wrath of God Descends (Underground Zealot  #2),Jerry B. Jenkins,0842384111,No description available,Unknown
